Time,Open,High,Low,Close,Volume,target
2020-01-01 22:00:00,108.73,108.759,108.575,108.677,2444,
2020-01-01 23:00:00,108.677,108.725,108.601,108.723,2014,
2020-01-02 00:00:00,108.722,108.735,108.681,108.701,1592,
2020-01-02 01:00:00,108.701,108.731,108.637,108.671,2865,
2020-01-02 02:00:00,108.67,108.688,108.655,108.678,2046,
2020-01-02 03:00:00,108.679,108.712,108.671,108.706,1257,
2020-01-02 04:00:00,108.707,108.743,108.698,108.741,1580,
2020-01-02 05:00:00,108.741,108.757,108.732,108.741,1753,
2020-01-02 06:00:00,108.742,108.749,108.714,108.714,1454,
2020-01-02 07:00:00,108.711,108.8,108.693,108.784,4065,
2020-01-02 08:00:00,108.786,108.819,108.766,108.779,5789,
2020-01-02 09:00:00,108.78,108.842,108.775,108.838,4152,
2020-01-02 10:00:00,108.838,108.864,108.791,108.806,3453,
2020-01-02 11:00:00,108.806,108.812,108.77,108.771,2850,
2020-01-02 12:00:00,108.771,108.806,108.756,108.786,2444,
2020-01-02 13:00:00,108.786,108.789,108.656,108.693,6656,
2020-01-02 14:00:00,108.692,108.749,108.635,108.673,62834,
2020-01-02 15:00:00,108.673,108.681,108.211,108.271,76065,
2020-01-02 16:00:00,108.272,108.444,108.259,108.433,7123,
2020-01-02 17:00:00,108.432,108.553,108.43,108.527,4570,
2020-01-02 18:00:00,108.526,108.558,108.497,108.521,5482,0.24508118773059284
2020-01-02 19:00:00,108.52,108.57,108.51,108.548,6746,0.06500104738445987
2020-01-02 20:00:00,108.548,108.56,108.492,108.555,2543,0.11111268196630696
2020-01-02 21:00:00,108.554,108.567,108.526,108.567,3316,-0.2459955039133717
2020-01-02 22:00:00,108.556,108.567,108.499,108.54,1605,0.037175850582280484
2020-01-02 23:00:00,108.543,108.63,108.537,108.544,2514,-0.8581811117639706
2020-01-03 00:00:00,108.543,108.562,108.391,108.406,7129,-0.9506635375650223
2020-01-03 01:00:00,108.406,108.44,108.163,108.203,5902,-0.8383032696549164
2020-01-03 02:00:00,108.2,108.242,107.999,108.06,12981,0.7707547820502172
2020-01-03 03:00:00,108.058,108.184,108.003,108.183,10519,-0.391223814372243
2020-01-03 04:00:00,108.182,108.231,108.125,108.132,5133,-0.0809286005734642
2020-01-03 05:00:00,108.133,108.164,108.079,108.122,4843,0.1550332872409146
2020-01-03 06:00:00,108.122,108.152,108.08,108.141,2572,-0.9197735470978005
2020-01-03 07:00:00,108.142,108.142,107.915,107.947,8709,0.3467416923966649
2020-01-03 08:00:00,107.947,108.073,107.931,107.993,8817,0.526552329432406
2020-01-03 09:00:00,107.993,108.069,107.921,108.068,6983,-0.1375520084287426
2020-01-03 10:00:00,108.068,108.13,108.015,108.05,8637,-0.16761121033920937
2020-01-03 11:00:00,108.049,108.117,107.996,108.028,6253,0.5214909220595223
2020-01-03 12:00:00,108.028,108.155,108.023,108.084,6089,0.672732068407331
